Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
RAZER BLADE ADVANCE 18,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,2TB,18 Inch,Black,16GB,0,0,Windows 11 Home,Razer,Non Touchscreen,94799000
RAZER BLADE ADVANCE 18,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,2TB,18 Inch,Black,16GB,0,0,Windows 11 Home,Razer,Non Touchscreen,84899000
RAZER BLADE ADVANCE 16,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,2TB,16 Inch,Black,16GB,0,0,Windows 11 Home,Razer,Non Touchscreen,66999000
RAZER BLADE ADVANCE 16,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,Razer,Non Touchscreen,66999000
RAZER BLADE ADVANCE 16,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,1TB,16 Inch,Black,8GB,0,0,Windows 11 Home,Razer,Non Touchscreen,51999000
RAZER BLADE ADVANCE 15,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070TI,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,0,0,Windows 11 Home,Razer,Non Touchscreen,51999000
RAZER BLADE ADVANCE 15,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,Razer,Non Touchscreen,53999000
RAZER BLADE ADVANCE 15,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,0,0,Windows 11 Home,Razer,Non Touchscreen,42499000
RAZER BLADE 14,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,AMD Ryzen 9,1TB,14 Inch,Pink,16GB,0,0,Windows 11 Home,Razer,Non Touchscreen,42299000
RAZER BLADE 14,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,14 Inch,Pink,8GB,0,0,Windows 11 Home,Razer,Non Touchscreen,37999000
RAZER BLADE 14,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,14 Inch,Grey,8GB,0,0,Windows 11 Home,Razer,Non Touchscreen,37999000
RAZER BLADE 14,5 kg,40 × 20 × 10 cm,RAZER 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,14 Inch,Black,8GB,0,0,Windows 11 Home,Razer,Non Touchscreen,37999000
MSI VECTOR GP68HX 13VH,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,2TB,16 Inch,Black,32GB,0,0,Windows 11 Home,MSI,Non Touchscreen,47499000
MSI VECTOR GP68HX 12VH,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,36499000
MSI VECTOR GP66 12UGS,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,32999000
MSI TITAN GT77HX 13VI,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,4TB,17 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,87999000
MSI TITAN GT77HX 13VI,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,4TB,17 Inch,Black,64GB,0,0,Windows 11 Home,MSI,Non Touchscreen,76999000
MSI TITAN GT77 13VI,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,4TB,17 Inch,Black,64GB,0,0,Windows 11 Home,MSI,Non Touchscreen,78799000
MSI STEALTH 17M STUDIO A13VH,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,4TB,17 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,80999000
MSI STEALTH 17 STUDIO A13VH,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,2TB,17 Inch,Black,64GB,0,0,Windows 11 Home,MSI,Non Touchscreen,54999000
MSI STEALTH 16 A13VG,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i7,2TB,16 Inch,Blue,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,40399000
MSI STEALTH 15M B12UE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,22999000
MSI STEALTH 15 A13VF,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,29399000
MSI STEALTH 14 A13VF,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Blue,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,31299000
MSI RAIDER GE78HX 13VH,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,2TB,17 Inch,Black,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,44399000
MSI RAIDER GE78HX 13VH,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,4TB,17 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,70499000
MSI RAIDER GE78HX 13VH,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,2TB,17 Inch,Black,64GB,0,0,Windows 11 Home,MSI,Non Touchscreen,53699000
MSI PRESTIGE 14 EVO A12UD,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,2TB,14 Inch,Grey,32GB,1,1,Windows 11 Home,MSI,Non Touchscreen,29999000
MSI PRESTIGE 14 EVO A11SCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,17999000
MSI MODERN 14 B11SB,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Grey,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,12299000
MSI KATANA GF76 12UD,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,17 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,19999000
MSI KATANA GF76 12UD,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,17 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,16999000
MSI KATANA GF66 12UD,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,20499000
MSI KATANA GF66 12UD,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,18499000
MSI KATANA GF66 12UD,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,22499000
MSI KATANA GF66 12UC,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,15599000
MSI KATANA GF66 12UC,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,16099000
MSI KATANA 15 B13VEK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,21999000
MSI KATANA 15 B13VEK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,19899000
MSI GS77 STEALH 12UHS,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,Intel Core i9,2TB,17 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,64999000
MSI GS66 STEALTH,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,2TB,16 Inch,Black,32GB,0,0,Windows 11 Home,MSI,Non Touchscreen,26499000
MSI GS66 STEALTH,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,15 Inch,Black,32GB,0,0,Windows 11 Home,MSI,Non Touchscreen,25299000
MSI GS66 STEALH 12UHS,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,Intel Core i9,2TB,16 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,59999000
MSI GS66 STEALH 12UGS,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Black,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,42999000
MSI GL66 PULSE 12UEK,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Grey,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,25499000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,17199000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX4050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,15799000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,17599000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX4050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,16199000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,16199000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,14799000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX4060,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,15899000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX4060,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,13999000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,15299000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX4060,SSD,Intel Core i5,1TB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,16399000
MSI GF63 THIN 12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX4050,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,14499000
MSI GF63 THIN 12UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX2050,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,10699000
MSI GF63 THIN 12UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX2050,SSD,Intel Core i5,1TB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,11099000
MSI GF63 THIN 12UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX2050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,11099000
MSI GF63 THIN 12UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX2050,SSD,Intel Core i5,1TB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,11499000
MSI GF63 THIN 11UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i5,512GB,15 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,10299000
MSI GF63 THIN 11UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i5,1TB,15 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,10799000
MSI GF63 THIN 11UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i5,512GB,15 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,10799000
MSI GF63 THIN 11UCX,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i5,1TB,15 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,11099000
MSI GF63 THIN 11SC,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,512GB,14 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,10899000
MSI GF63 THIN 11SC,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,1TB,14 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,11299000
MSI GF63 THIN 11SC,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,512GB,14 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,11399000
MSI GF63 THIN 11SC,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,1TB,14 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,11799000
MSI GE67HX RAIDER 12UGS,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,43499000
MSI GE66 RAIDER 12UGS,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,MSI,Non Touchscreen,39999000
MSI CYBORG 15 A12VF,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,18699000
MSI CYBORG 15 A12VF,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i5,512GB,16 Inch,Black,8GB,1,0,Windows 11 Home,MSI,Non Touchscreen,16699000
MSI CYBORG 15 A12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,16699000
MSI CYBORG 15 A12VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,15099000
MSI CROSSHAIR 15 R6E B12UEZ,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,27999000
MSI CROSSHAIR 15 R6E B12UEZ,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,23999000
MSI CREATOR Z17HX STUDIO A13VGT,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,2TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,MSI,Touchscreen,52999000
MSI CREATOR Z16HX STUDIO B13VFTO,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,2TB,16 Inch,Grey,8GB,0,0,Windows 11 Home,MSI,Touchscreen,44499000
MSI CREATOR M16 A12UD,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Black,16GB,0,0,Windows 11 Home,MSI,Non Touchscreen,22999000
MSI BRAVO 15 C7VE,5 kg,40 × 20 × 10 cm,MSI 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 5,512GB,16 Inch,Black,16GB,1,0,Windows 11 Home,MSI,Non Touchscreen,15999000
MICROSOFT SURFACE BOOK 3 15 2IN1 i7,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1660TI,SSD,Intel Core i7,1TB,13 Inch,Silver,32GB,0,0,Windows 10 Home,Microsoft,Touchscreen,35999000
MICROSOFT SURFACE BOOK 3 15 2IN1 i7,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1660TI,SSD,Intel Core i7,512GB,13 Inch,Silver,16GB,0,0,Windows 10 Home,Microsoft,Touchscreen,35999000
MICROSOFT SURFACE BOOK 3 13 2IN1 i7,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,1TB,13 Inch,Silver,32GB,0,0,Windows 10 Home,Microsoft,Touchscreen,42499000
MICROSOFT SURFACE BOOK 3 13 2IN1 i7,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,512GB,13 Inch,Silver,16GB,0,0,Windows 10 Home,Microsoft,Touchscreen,37999000
MICROSOFT SURFACE BOOK 3 13 2IN1 i7,5 kg,40 × 20 × 10 cm,INTERNATIONAL 1 YEAR (SERVICE & SPAREPART),NVIDIA GTX1650,SSD,Intel Core i7,256GB,13 Inch,Silver,16GB,0,0,Windows 10 Home,Microsoft,Touchscreen,33499000
LENOVO YOGA SLIM 7I PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,19499000
LENOVO YOGA SLIM 7I PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Silver,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16999000
LENOVO YOGA SLIM 7I PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,16999000
LENOVO YOGA SLIM 7I PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Silver,16GB,0,1,Windows 10 Home,Lenovo,Non Touchscreen,16499000
LENOVO YOGA SLIM 7I PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,0,1,Windows 10 Home,Lenovo,Non Touchscreen,16499000
LENOVO YOGA SLIM 7I PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i5,512GB,14 Inch,Silver,16GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,13999000
LENOVO YOGA SLIM 7 PRO 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,1,1,Windows 11 Home,Lenovo,Non Touchscreen,20499000
LENOVO YOGA SLIM 7 14 CARBON,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 7,1TB,14 Inch,Grey,16GB,1,1,Windows 11 Home,Lenovo,Touchscreen,16999000
LENOVO YOGA PRO 9 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i9,1TB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Touchscreen,32499000
LENOVO YOGA PRO 9 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,14 Inch,Grey,32GB,0,1,Windows 11 Home,Lenovo,Touchscreen,28399000
LENOVO YOGA PRO 7 14,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Touchscreen,22899000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,10099000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,1TB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,10499000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,10499000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,1TB,14 Inch,Grey,16GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,10999000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,512GB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,7999000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,256GB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,7699000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,1TB,14 Inch,Grey,8GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,7999000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,512GB,14 Inch,Grey,4GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,7699000
LENOVO V14 G2,5 kg,40 × 20 × 10 cm,LENOVO 1 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i3,256GB,14 Inch,Grey,4GB,0,1,Windows 11 Home,Lenovo,Non Touchscreen,7399000
